client_id,company_name,industry,annual_revenue,contact_phone,created_at
CL-2899,Banking Partners,Technology,"€56,245,190",+1-866-592-9971,10/05/21
CL-2900,Aerospace International,Manufacturing,"€3,251,618",+1-833-269-5525,07/12/19
CL-2901,Energy Holdings Corp,Real Estate,43351832,896-447-9765,2022-09-20
CL-2902,Transportation Solutions Inc,Retail,"$53,150,268.00",515-696-6038,1629016480
CL-2903,Technology Partners,Finance,"$41,593,556",202.392.6362,23/07/16
CL-2904,Retail Holdings Corp,Pharmaceuticals,"€73,111,233",916-972-7656,2017-06-15
CL-2905,Transportation Holdings Corp,Retail,"$68,844,716",208.344.6821,12/04/2018
CL-2906,Aerospace International,Retail,"$49,946,508",910.321.9011,2018-09-08
CL-2907,Manufacturing Holdings Corp,Energy,15844760,+1-553-976-3913,12-Aug-2021
CL-2908,Telecommunications Systems,Healthcare,"$99,292,956",745-266-5230,20-Mar-2025
CL-2909,Aerospace Holdings Corp,Banking,"$63,184,453",+1-981-253-2664,1498638880
CL-2910,Healthcare Holdings Corp,Healthcare,"$12,827,410",285.540.6838,20/08/23
CL-2911,Insurance Holdings Corp,Automotive,2377441,(745) 290-2635,17/10/2020
CL-2912,Insurance Holdings Corp,Pharmaceuticals,"€62,286,298",924.642.4889,11/04/2021
CL-2913,Energy International,Finance,"$36,822,802",(256) 626-6026,1641371680
CL-2914,Energy Systems,Pharmaceuticals,"$13,520,292.00",+1-971-919-9625,2025-08-24
CL-2915,Energy International,Finance,"$21,393,707.00",848-711-6830,18/02/18
CL-2916,Pharmaceuticals Holdings Corp,Retail,"€77,898,062",(288) 963-1063,14-Nov-2016
CL-2917,Finance International,Insurance,"$7,597,648",(361) 349-1499,13/12/2017
CL-2918,Banking Group LLC,Real Estate,26685863,(325) 348-6728,07-Aug-2019
CL-2919,Transportation Group LLC,Banking,54611078,+1-244-494-1469,29-Aug-2025
CL-2920,Real Estate Partners,Technology,"€46,777,021",(793) 223-5213,1747384480
CL-2921,Automotive Solutions Inc,Retail,"""45,188,355.00""",641-337-4613,1540197280
CL-2922,Transportation International,Banking,"$32,897,513",598-874-1859,2025-01-03
CL-2923,Energy Solutions Inc,Telecommunications,"65,692,193",(483) 881-8327,10/07/2016
CL-2924,Healthcare Systems,Manufacturing,"""70,934,871.00""",947.451.3760,1554453280
CL-2925,Retail Holdings Corp,Manufacturing,"$18,199,439",802-567-2523,20/07/19
CL-2926,Automotive International,Real Estate,"69,522,565",613-841-9662,29-Apr-2017
CL-2927,Transportation Group LLC,Construction,"23,112,320",+1-201-978-2815,2017-10-19
CL-2928,Manufacturing Partners,Telecommunications,"€98,642,468",632-696-7709,01-Jul-2022
CL-2929,Technology Systems,Real Estate,"78,112,395",(686) 542-3401,1646901280
CL-2930,Insurance Systems,Pharmaceuticals,"$81,490,408",715.916.9004,2018-10-16
CL-2931,Energy Systems,Telecommunications,"""58,517,981.00""",978-323-2930,11-Nov-2020
CL-2932,Insurance Holdings Corp,Manufacturing,"€49,075,507",646-518-2828,2017-02-08
CL-2933,Manufacturing Systems,Retail,"$25,653,846.00",(605) 396-1616,26/02/25
CL-2934,Finance International,Finance,"€73,672,212",420-512-3742,1481877280
CL-2935,Pharmaceuticals International,Insurance,"$37,855,423",(401) 507-1082,30-Sep-2025
CL-2936,Banking Partners,Energy,"""47,428,671.00""",479.626.1258,2022-03-07
CL-2937,Construction Holdings Corp,Real Estate,"$85,958,755",707.339.1787,25/12/2017
CL-2938,Aerospace Systems,Healthcare,"""96,374,761.00""",618.655.3515,21-Nov-2019
CL-2939,Retail Solutions Inc,Telecommunications,"""61,933,337.00""",+1-762-342-2463,09/01/22
CL-2940,Real Estate Systems,Energy,"€36,835,453",(604) 202-8304,09/08/2022
CL-2941,Real Estate Holdings Corp,Real Estate,"10,196,824",893.904.5543,14/02/24
CL-2942,Technology International,Transportation,"€24,869,685",978.450.9476,1578126880
CL-2943,Energy Holdings Corp,Manufacturing,"$5,925,845.00",570.533.5964,10/06/20
CL-2944,Pharmaceuticals Partners,Real Estate,46135491,(777) 378-3307,1457858080
CL-2945,Healthcare Holdings Corp,Construction,49310598,(677) 327-1834,1552034080
CL-2946,Technology International,Insurance,"$33,264,859.00",875-468-9790,1527410080
CL-2947,Technology Solutions Inc,Energy,"€46,984,174",948.849.8992,22-Oct-2022
CL-2948,Pharmaceuticals Holdings Corp,Aerospace,"$32,915,266",749.575.7109,09/03/2016
CL-2949,Transportation International,Manufacturing,88727540,245.359.9698,1617438880
CL-2950,Banking Systems,Retail,"""60,597,985.00""",218.676.2667,26-Oct-2025
CL-2951,Banking Systems,Real Estate,"40,036,715",557.930.6232,11-Jun-2024
CL-2952,Healthcare Partners,Automotive,26630687,303-219-2275,2019-01-06
CL-2953,Real Estate International,Energy,78124734,756.642.3917,19/06/25
CL-2954,Insurance Group LLC,Aerospace,79567993,611.893.5095,30-Jan-2021
CL-2955,Energy Solutions Inc,Aerospace,"$8,756,834",+1-336-746-9820,28/09/20
CL-2956,Retail International,Insurance,"$10,987,229",248.818.8669,1665822880
CL-2957,Real Estate Systems,Manufacturing,"$56,572,363.00",(911) 474-9522,1605861280
CL-2958,Pharmaceuticals Partners,Insurance,"$76,258,542",+1-599-225-9415,1474101280
CL-2959,Insurance Solutions Inc,Banking,"68,992,001",(599) 639-2698,25/02/16
CL-2960,Pharmaceuticals Group LLC,Pharmaceuticals,22349570,+1-284-310-9015,23-Oct-2016
CL-2961,Pharmaceuticals Holdings Corp,Pharmaceuticals,"$50,969,465",385.583.6194,27/12/2017
CL-2962,Energy Partners,Retail,"€69,613,363",+1-546-347-1949,20/08/2025
CL-2963,Banking Partners,Construction,"$41,387,219.00",749-997-5578,01/02/17
CL-2964,Pharmaceuticals International,Technology,"""27,618,901.00""",(473) 261-2596,1676104480
CL-2965,Telecommunications Partners,Automotive,40068079,247-949-1173,2020-08-01
CL-2966,Real Estate Partners,Insurance,"$82,027,259.00",(694) 631-8909,1630053280
CL-2967,Telecommunications International,Technology,"$53,982,698.00",872-506-2687,20/07/19
CL-2968,Manufacturing Partners,Pharmaceuticals,83511459,505-311-2365,1610181280
CL-2969,Aerospace Systems,Automotive,"$87,593,644",(505) 333-6509,2025-08-31
CL-2970,Construction Holdings Corp,Banking,"$78,023,282",606-757-3329,20/09/24
CL-2971,Retail Solutions Inc,Transportation,34415948,+1-946-341-6585,2018-09-09
CL-2972,Transportation Solutions Inc,Banking,96004542,(575) 482-9427,13-Feb-2020
CL-2973,Telecommunications Holdings Corp,Insurance,"92,595,943",854-284-1069,2016-06-05
CL-2974,Transportation Holdings Corp,Manufacturing,"€78,028,916",(922) 553-3000,2023-05-26
CL-2975,Telecommunications Group LLC,Transportation,"""12,647,488.00""",(576) 725-8900,1559896480
CL-2976,Real Estate Systems,Construction,"""26,802,765.00""",(620) 712-8403,22-Jun-2025
CL-2977,Healthcare Partners,Manufacturing,"$73,594,426",+1-979-849-6255,2016-10-06
CL-2978,Construction Partners,Insurance,"€63,382,819",646-262-1153,18/02/2016
CL-2979,Healthcare Systems,Construction,"$32,720,243",431-381-5328,1746347680
CL-2980,Insurance Solutions Inc,Healthcare,"73,859,442",244-800-5972,09-Sep-2022
CL-2981,Manufacturing Holdings Corp,Construction,65914236,808.998.6896,2025-04-06
CL-2982,Real Estate Partners,Aerospace,"""61,340,934.00""",889-961-6752,12/10/21
CL-2983,Aerospace Group LLC,Pharmaceuticals,"""69,036,298.00""",(896) 225-4329,19/01/2022
CL-2984,Construction Partners,Automotive,"€98,115,237",(811) 386-7680,22/03/2019
CL-2985,Insurance Partners,Aerospace,"62,232,169",+1-583-679-1669,1606725280
CL-2986,Aerospace Group LLC,Real Estate,"$10,362,905.00",256.648.4905,29/04/18
CL-2987,Transportation Systems,Telecommunications,"$39,576,809",(437) 397-4962,30-Jul-2023
CL-2988,Energy Systems,Insurance,"""51,713,614.00""",924-432-1037,29-Jun-2019
CL-2989,Energy Holdings Corp,Transportation,"$81,367,654.00",+1-339-717-6630,1653986080
CL-2990,Transportation International,Telecommunications,39556513,(998) 548-5020,17-Nov-2019
CL-2991,Technology Group LLC,Manufacturing,"$1,867,233",+1-654-620-5959,16/03/2022
CL-2992,Pharmaceuticals Partners,Telecommunications,"€54,269,327",+1-384-243-4746,1752395680
CL-2993,Banking Holdings Corp,Aerospace,"$54,859,392",806-994-3158,10/03/2021
CL-2994,Insurance Systems,Construction,"$34,768,952",517-781-6935,07/11/2016
CL-2995,Healthcare Partners,Technology,"$32,467,988",(754) 770-9299,2023-08-28
CL-2996,Real Estate Holdings Corp,Telecommunications,"$92,908,910",(221) 350-3608,13-Dec-2024
CL-2997,Energy Holdings Corp,Healthcare,"$67,879,246",(874) 912-2116,1542875680
CL-2998,Healthcare Holdings Corp,Insurance,"€55,459,350",784.658.5142,2018-03-15
CL-2999,Insurance Holdings Corp,Transportation,"$99,642,583",406-213-7102,02/10/2019
CL-3000,Insurance Solutions Inc,Automotive,"46,039,843",357-434-3204,04/11/2020
