matter_id,client_ref,title,practice_area,opened_on,lead_attorney,estimated_value
MAT-2265,CL-2265,Construction Group LLC - Master Services Agreement Negotiation,Employment,2024-02-03,Emily Davis,"$19,579.00"
MAT-2266,CL-2266,Real Estate Partners v. ACME Corp - Employment Dispute,Immigration,1754642080,Sarah Chen,33686
MAT-2267,CL-2267,Technology Solutions Inc - Regulatory Inquiry,Employment,2025-02-25,Robert Taylor,7K
MAT-2268,CL-2268,Automotive Systems - Contract Breach,Tax,30-May-2021,James Wilson,22K
MAT-2269,CL-2269,Telecommunications Group LLC - Master Services Agreement Negotiation,Contracts,2022-02-09,Ayesha Khan,18711
MAT-2270,CL-2270,Automotive Partners - Master Services Agreement Negotiation,Tax,20-Mar-2023,Emily Davis,"43,969"
MAT-2271,CL-2271,Telecommunications Systems v. ACME Corp - Employment Dispute,Contracts,08/02/24,Sarah Chen,35496
MAT-2272,CL-2272,Real Estate Solutions Inc v. ACME Corp - Employment Dispute,Environmental,31-Mar-2023,Sarah Chen,28821
MAT-2273,CL-2273,Insurance Solutions Inc - Regulatory Inquiry,Tax,17-Aug-2021,James Wilson,28K
MAT-2274,CL-2274,Healthcare Partners v. ACME Corp - Employment Dispute,Immigration,05/02/2025,Emily Davis,14142
MAT-2275,CL-2275,Aerospace International - Master Services Agreement Negotiation,Employment,14-Nov-2023,Emily Davis,"€11,751"
MAT-2276,CL-2276,Banking Solutions Inc - Regulatory Inquiry,Tax,2021-07-03,Ayesha Khan,"""40,615.00"""
MAT-2277,CL-2277,Manufacturing International - Contract Breach,Corporate,16-Oct-2021,Lina Gomez,37K
MAT-2278,CL-2278,Construction Group LLC - Regulatory Inquiry,Corporate,2025-11-13,Emily Davis,38030
MAT-2279,CL-2279,Technology Holdings Corp - Master Services Agreement Negotiation,M&A,08-Feb-2024,Sarah Chen,"16,631"
MAT-2280,CL-2280,Manufacturing Solutions Inc v. ACME Corp - Employment Dispute,IP,30/05/22,Ayesha Khan,27551
MAT-2281,CL-2281,Aerospace Group LLC - Regulatory Inquiry,Regulatory,05/09/2022,Emily Davis,21004
MAT-2282,CL-2282,Healthcare Solutions Inc - Master Services Agreement Negotiation,M&A,21-May-2023,James Wilson,27K
MAT-2283,CL-2283,Automotive Partners - Regulatory Inquiry,Tax,05/05/2022,Emily Davis,31373
MAT-2284,CL-2284,Construction Solutions Inc - Regulatory Inquiry,Regulatory,1716971680,Hannah Lee,35K
MAT-2285,CL-2285,Real Estate Systems - Regulatory Inquiry,Immigration,02/08/2021,Sarah Chen,38K
MAT-2286,CL-2286,Transportation Holdings Corp - Regulatory Inquiry,M&A,2023-07-30,Michael Brown,19K
MAT-2287,CL-2287,Transportation International v. ACME Corp - Employment Dispute,Immigration,1649320480,James Wilson,35774
MAT-2288,CL-2288,Aerospace Solutions Inc - Regulatory Inquiry,Corporate,19/05/25,Emily Davis,13K
MAT-2289,CL-2289,Manufacturing Partners - Regulatory Inquiry,Environmental,31/05/2025,Lina Gomez,19609
MAT-2290,CL-2290,Real Estate Partners - Regulatory Inquiry,Corporate,19-Dec-2023,Hannah Lee,49905
MAT-2291,CL-2291,Aerospace Systems v. ACME Corp - Employment Dispute,Immigration,2024-05-18,James Wilson,29K
MAT-2292,CL-2292,Manufacturing Solutions Inc - Regulatory Inquiry,Contracts,2022-11-24,James Wilson,10605
MAT-2293,CL-2293,Automotive Systems - Master Services Agreement Negotiation,Litigation,28/08/2024,Sarah Chen,"$18,305"
MAT-2294,CL-2294,Pharmaceuticals Partners v. ACME Corp - Employment Dispute,Tax,02-Feb-2024,Ayesha Khan,45K
MAT-2295,CL-2295,Energy Partners - Contract Breach,Immigration,25/11/2023,Sarah Chen,11K
MAT-2296,CL-2296,Finance International - Regulatory Inquiry,Corporate,2025-05-26,Hannah Lee,"14,683"
MAT-2297,CL-2297,Telecommunications Group LLC v. ACME Corp - Employment Dispute,Contracts,19/08/23,Emily Davis,"""30,292.00"""
MAT-2298,CL-2298,Finance Group LLC - Regulatory Inquiry,Corporate,28/01/2022,Daniel Park,"$18,821"
MAT-2299,CL-2299,Energy Solutions Inc v. ACME Corp - Employment Dispute,Immigration,04/12/24,Michael Brown,30890
MAT-2300,CL-2300,Telecommunications International - Regulatory Inquiry,Employment,13-Oct-2024,Sarah Chen,6077
MAT-2301,CL-2301,Finance International - Contract Breach,Employment,2025-01-13,Michael Brown,14977
MAT-2302,CL-2302,Retail International - Master Services Agreement Negotiation,Corporate,1656923680,Lina Gomez,38K
MAT-2303,CL-2303,Finance Systems - Regulatory Inquiry,Employment,2023-06-28,Mark Thompson,21654
MAT-2304,CL-2304,Transportation Systems - Contract Breach,IP,1695890080,Mark Thompson,20392
MAT-2305,CL-2305,Insurance Group LLC v. ACME Corp - Employment Dispute,Immigration,19-Nov-2023,Lina Gomez,25K
MAT-2306,CL-2306,Real Estate Holdings Corp - Contract Breach,Litigation,20/06/2022,Michael Brown,14978
MAT-2307,CL-2307,Energy International v. ACME Corp - Employment Dispute,Employment,2023-01-19,Daniel Park,"$39,540.00"
MAT-2308,CL-2308,Finance Group LLC - Master Services Agreement Negotiation,Corporate,2021-10-08,Daniel Park,"""16,970.00"""
MAT-2309,CL-2309,Transportation Partners - Master Services Agreement Negotiation,Environmental,07/05/2022,Daniel Park,"€33,979"
MAT-2310,CL-2310,Technology Holdings Corp - Master Services Agreement Negotiation,Regulatory,08-Apr-2021,Emily Davis,29886
MAT-2311,CL-2311,Technology Systems - Contract Breach,IP,27-Sep-2023,Sarah Chen,"""40,762.00"""
MAT-2312,CL-2312,Insurance Partners - Contract Breach,Regulatory,29/06/25,Hannah Lee,"€27,881"
MAT-2313,CL-2313,Aerospace Solutions Inc - Regulatory Inquiry,Contracts,30-Jul-2021,Ayesha Khan,"$27,711.00"
MAT-2314,CL-2314,Insurance Group LLC - Master Services Agreement Negotiation,Employment,26/04/2022,Mark Thompson,"35,412"
MAT-2315,CL-2315,Banking Group LLC - Master Services Agreement Negotiation,IP,1721464480,Hannah Lee,27679
MAT-2316,CL-2316,Technology Partners v. ACME Corp - Employment Dispute,Employment,20/11/22,Lina Gomez,"$20,334.00"
MAT-2317,CL-2317,Technology Partners v. ACME Corp - Employment Dispute,Employment,2023-05-14,Lina Gomez,28K
MAT-2318,CL-2318,Telecommunications Systems - Regulatory Inquiry,Immigration,11/04/24,Hannah Lee,15K
MAT-2319,CL-2319,Energy Holdings Corp - Regulatory Inquiry,Immigration,02/12/2023,Mark Thompson,"€8,116"
MAT-2320,CL-2320,Construction Holdings Corp - Contract Breach,Contracts,2021-03-07,Mark Thompson,30721
MAT-2321,CL-2321,Insurance Solutions Inc - Regulatory Inquiry,Corporate,05-Jul-2023,Robert Taylor,"$26,899.00"
MAT-2322,CL-2322,Construction Holdings Corp - Master Services Agreement Negotiation,Regulatory,10-May-2024,Hannah Lee,20183
MAT-2323,CL-2323,Pharmaceuticals Holdings Corp - Master Services Agreement Negotiation,Regulatory,14-Nov-2023,Hannah Lee,"16,035"
MAT-2324,CL-2324,Manufacturing Systems - Regulatory Inquiry,Contracts,09-Oct-2022,Ayesha Khan,38K
MAT-2325,CL-2325,Technology Solutions Inc - Contract Breach,Regulatory,26/04/22,Michael Brown,28K
MAT-2326,CL-2326,Construction Systems v. ACME Corp - Employment Dispute,Environmental,19/01/25,Lina Gomez,39376
MAT-2327,CL-2327,Aerospace Systems v. ACME Corp - Employment Dispute,Immigration,30/04/2022,Sarah Chen,11K
MAT-2328,CL-2328,Manufacturing Systems - Master Services Agreement Negotiation,Regulatory,2022-08-10,Hannah Lee,38773
MAT-2329,CL-2329,Manufacturing Systems - Contract Breach,M&A,15-Feb-2021,Emily Davis,48305
MAT-2330,CL-2330,Real Estate Systems - Regulatory Inquiry,Litigation,1666082080,Mark Thompson,18854
MAT-2331,CL-2331,Real Estate Solutions Inc - Contract Breach,IP,17-Aug-2025,Robert Taylor,21K
MAT-2332,CL-2332,Energy Solutions Inc - Master Services Agreement Negotiation,Regulatory,1745656480,Robert Taylor,35K
MAT-2333,CL-2333,Retail Holdings Corp v. ACME Corp - Employment Dispute,IP,17/10/2024,Daniel Park,28K
MAT-2334,CL-2334,Finance Holdings Corp v. ACME Corp - Employment Dispute,M&A,12/09/23,Emily Davis,49184
MAT-2335,CL-2335,Retail Holdings Corp - Contract Breach,M&A,1697704480,Robert Taylor,29709
MAT-2336,CL-2336,Healthcare Group LLC - Master Services Agreement Negotiation,Corporate,29-Oct-2021,Sarah Chen,24148
MAT-2337,CL-2337,Energy Group LLC - Master Services Agreement Negotiation,IP,29/04/2025,Emily Davis,17645
MAT-2338,CL-2338,Technology Partners - Regulatory Inquiry,Immigration,04-Dec-2023,Hannah Lee,"$39,962.00"
MAT-2339,CL-2339,Transportation Systems v. ACME Corp - Employment Dispute,Regulatory,2024-07-14,Robert Taylor,"$12,665"
MAT-2340,CL-2340,Finance Solutions Inc - Contract Breach,Environmental,1679128480,James Wilson,29K
MAT-2341,CL-2341,Banking Systems - Regulatory Inquiry,M&A,1755506080,Emily Davis,"$48,675"
MAT-2342,CL-2342,Real Estate Group LLC - Contract Breach,Tax,12-Jul-2025,Emily Davis,25K
MAT-2343,CL-2343,Telecommunications International - Regulatory Inquiry,Employment,09-Jan-2024,Ayesha Khan,36K
MAT-2344,CL-2344,Telecommunications Systems - Regulatory Inquiry,Immigration,05/09/2021,Ayesha Khan,5748
MAT-2345,CL-2345,Energy Holdings Corp - Contract Breach,Environmental,27/02/2025,James Wilson,7737
MAT-2346,CL-2346,Pharmaceuticals Partners - Contract Breach,Contracts,2021-05-26,Robert Taylor,20514
MAT-2347,CL-2347,Construction Holdings Corp - Contract Breach,M&A,18-May-2021,Robert Taylor,24K
MAT-2348,CL-2348,Real Estate Partners - Contract Breach,Tax,24-Feb-2022,Ayesha Khan,35K
MAT-2349,CL-2349,Manufacturing International - Contract Breach,IP,31/07/2023,Robert Taylor,"""39,996.00"""
MAT-2350,CL-2350,Healthcare Holdings Corp - Contract Breach,Corporate,11/09/2022,James Wilson,34538
MAT-2351,CL-2351,Technology Holdings Corp v. ACME Corp - Employment Dispute,IP,1627806880,Ayesha Khan,"$6,391"
MAT-2352,CL-2352,Technology Group LLC - Master Services Agreement Negotiation,Immigration,18-May-2025,Robert Taylor,39K
MAT-2353,CL-2353,Banking Partners v. ACME Corp - Employment Dispute,Tax,1688632480,James Wilson,19062
MAT-2354,CL-2354,Automotive Systems - Contract Breach,Employment,2022-03-20,Emily Davis,48K
MAT-2355,CL-2355,Real Estate International - Master Services Agreement Negotiation,Corporate,15/08/2022,Robert Taylor,30375
MAT-2356,CL-2356,Aerospace Solutions Inc v. ACME Corp - Employment Dispute,Regulatory,2024-07-13,Sarah Chen,9K
MAT-2357,CL-2357,Retail Holdings Corp - Contract Breach,Litigation,20/10/22,Michael Brown,34442
MAT-2358,CL-2358,Retail Holdings Corp - Master Services Agreement Negotiation,Tax,03/11/2022,Hannah Lee,41256
MAT-2359,CL-2359,Pharmaceuticals Systems v. ACME Corp - Employment Dispute,Tax,03-Jun-2022,Emily Davis,47K
MAT-2360,CL-2360,Pharmaceuticals Partners - Contract Breach,Environmental,01-Jun-2022,Mark Thompson,6K
MAT-2361,CL-2361,Aerospace Solutions Inc v. ACME Corp - Employment Dispute,Litigation,1626856480,Emily Davis,29111
MAT-2362,CL-2362,Manufacturing Solutions Inc - Contract Breach,IP,2024-09-18,Lina Gomez,"32,284"
MAT-2363,CL-2363,Retail Group LLC - Contract Breach,Litigation,2023-08-28,Robert Taylor,6K
MAT-2364,CL-2364,Retail Group LLC - Master Services Agreement Negotiation,M&A,2022-11-06,Lina Gomez,22759
MAT-2365,CL-2365,Aerospace Holdings Corp - Contract Breach,M&A,2021-07-09,Daniel Park,29221
MAT-2366,CL-2366,Real Estate Group LLC - Contract Breach,Employment,1636014880,Daniel Park,"25,470"
MAT-2367,CL-2367,Banking Group LLC - Regulatory Inquiry,Contracts,13/08/2023,Robert Taylor,"€16,564"
MAT-2368,CL-2368,Transportation Partners - Regulatory Inquiry,M&A,18/05/2023,Hannah Lee,"€22,522"
MAT-2369,CL-2369,Pharmaceuticals Partners v. ACME Corp - Employment Dispute,Environmental,1738226080,Robert Taylor,12530
MAT-2370,CL-2370,Technology International v. ACME Corp - Employment Dispute,Corporate,19-May-2022,Sarah Chen,"23,078"
MAT-2371,CL-2371,Real Estate International - Contract Breach,Immigration,07-Mar-2022,Ayesha Khan,9K
MAT-2372,CL-2372,Pharmaceuticals Group LLC - Master Services Agreement Negotiation,Contracts,1650011680,James Wilson,33K
MAT-2373,CL-2373,Finance Partners - Contract Breach,Litigation,1638174880,Ayesha Khan,5132
MAT-2374,CL-2374,Energy Systems - Regulatory Inquiry,IP,2025-07-29,Lina Gomez,"$27,950.00"
MAT-2375,CL-2375,Real Estate Solutions Inc - Contract Breach,Employment,1747038880,Ayesha Khan,49700
MAT-2376,CL-2376,Energy International - Master Services Agreement Negotiation,Contracts,25/07/21,Michael Brown,33K
MAT-2377,CL-2377,Aerospace Systems - Contract Breach,Tax,2023-06-16,Mark Thompson,18958
MAT-2378,CL-2378,Healthcare Partners - Master Services Agreement Negotiation,Contracts,13/01/2025,Michael Brown,24K
MAT-2379,CL-2379,Manufacturing Partners - Contract Breach,Employment,19/11/21,Michael Brown,"$35,268"
MAT-2380,CL-2380,Technology Systems v. ACME Corp - Employment Dispute,IP,2021-10-12,Hannah Lee,25K
MAT-2381,CL-2381,Pharmaceuticals International v. ACME Corp - Employment Dispute,Regulatory,1752827680,Robert Taylor,"""38,441.00"""
MAT-2382,CL-2382,Banking Holdings Corp - Master Services Agreement Negotiation,Contracts,1690533280,James Wilson,23530
MAT-2383,CL-2383,Insurance International - Master Services Agreement Negotiation,IP,23-Jun-2023,Ayesha Khan,30K
MAT-2384,CL-2384,Transportation International - Regulatory Inquiry,Litigation,14/03/22,Daniel Park,30747
MAT-2385,CL-2385,Banking Solutions Inc - Master Services Agreement Negotiation,Environmental,2024-08-25,Michael Brown,"€13,851"
MAT-2386,CL-2386,Automotive Holdings Corp - Contract Breach,Corporate,2023-06-24,Michael Brown,26166
MAT-2387,CL-2387,Finance Partners - Master Services Agreement Negotiation,Contracts,14-Jan-2025,Lina Gomez,"$31,992"
MAT-2388,CL-2388,Retail Partners - Contract Breach,Regulatory,10/02/2023,Hannah Lee,9802
MAT-2389,CL-2389,Telecommunications Partners - Master Services Agreement Negotiation,Litigation,2020-12-06,Emily Davis,"""20,712.00"""
MAT-2390,CL-2390,Banking Group LLC - Regulatory Inquiry,Regulatory,08/04/2025,Hannah Lee,29K
MAT-2391,CL-2391,Retail Group LLC v. ACME Corp - Employment Dispute,Corporate,1701506080,Lina Gomez,"$29,398.00"
MAT-2392,CL-2392,Energy Partners - Master Services Agreement Negotiation,Employment,1686645280,Daniel Park,"$27,792.00"
MAT-2393,CL-2393,Healthcare Systems - Master Services Agreement Negotiation,Contracts,29/10/2023,Robert Taylor,41839
MAT-2394,CL-2394,Healthcare Systems - Regulatory Inquiry,M&A,17/03/2025,Mark Thompson,27K
MAT-2395,CL-2395,Finance Partners - Regulatory Inquiry,Environmental,1648542880,Sarah Chen,25838
MAT-2396,CL-2396,Real Estate Group LLC - Contract Breach,Corporate,1709109280,Ayesha Khan,6635
MAT-2397,CL-2397,Construction Solutions Inc v. ACME Corp - Employment Dispute,Litigation,26/07/2025,James Wilson,10K
MAT-2398,CL-2398,Technology Group LLC - Regulatory Inquiry,Litigation,23-Jan-2021,Mark Thompson,"36,104"
MAT-2399,CL-2399,Real Estate International - Regulatory Inquiry,Regulatory,27-Mar-2021,Mark Thompson,"""34,775.00"""
MAT-2400,CL-2400,Aerospace Holdings Corp - Master Services Agreement Negotiation,Immigration,1646210080,Daniel Park,45921
MAT-2401,CL-2401,Manufacturing Group LLC - Contract Breach,Employment,30-May-2024,Ayesha Khan,"€10,844"
MAT-2402,CL-2402,Insurance International - Contract Breach,Employment,31/01/25,James Wilson,26979
MAT-2403,CL-2403,Energy Holdings Corp - Master Services Agreement Negotiation,M&A,12-Sep-2025,Michael Brown,5K
MAT-2404,CL-2404,Telecommunications Group LLC - Contract Breach,Employment,26/08/2022,Hannah Lee,"9,738"
MAT-2405,CL-2405,Transportation Partners v. ACME Corp - Employment Dispute,IP,19-Jul-2022,Emily Davis,21K
MAT-2406,CL-2406,Retail Solutions Inc - Master Services Agreement Negotiation,Employment,01/09/23,Hannah Lee,36K
MAT-2407,CL-2407,Insurance Partners - Master Services Agreement Negotiation,IP,21/02/2021,Emily Davis,26K
MAT-2408,CL-2408,Technology Holdings Corp - Master Services Agreement Negotiation,IP,19-Feb-2021,James Wilson,40815
MAT-2409,CL-2409,Technology Solutions Inc - Master Services Agreement Negotiation,Regulatory,04/12/2021,Lina Gomez,27276
MAT-2410,CL-2410,Aerospace Solutions Inc - Regulatory Inquiry,IP,1697963680,James Wilson,27K
MAT-2411,CL-2411,Technology Systems - Regulatory Inquiry,IP,1745915680,Hannah Lee,"€9,488"
MAT-2412,CL-2412,Healthcare Group LLC - Master Services Agreement Negotiation,Environmental,29/07/23,Lina Gomez,"""13,984.00"""
MAT-2413,CL-2413,Construction Solutions Inc v. ACME Corp - Employment Dispute,Tax,2021-07-27,Sarah Chen,14K
MAT-2414,CL-2414,Banking Systems - Regulatory Inquiry,Litigation,2022-12-25,Robert Taylor,30987
MAT-2415,CL-2415,Manufacturing Partners v. ACME Corp - Employment Dispute,Environmental,20/04/2021,Emily Davis,43324
MAT-2416,CL-2416,Real Estate Partners - Regulatory Inquiry,Corporate,31/01/21,Daniel Park,5K
MAT-2417,CL-2417,Insurance Partners - Contract Breach,M&A,2023-11-06,Sarah Chen,28196
MAT-2418,CL-2418,Telecommunications Solutions Inc - Master Services Agreement Negotiation,Litigation,23-Feb-2021,Michael Brown,18K
MAT-2419,CL-2419,Telecommunications International - Regulatory Inquiry,Litigation,1711010080,Daniel Park,37K
MAT-2420,CL-2420,Finance Solutions Inc v. ACME Corp - Employment Dispute,Employment,1716712480,Sarah Chen,7K
MAT-2421,CL-2421,Healthcare Holdings Corp - Regulatory Inquiry,Environmental,2024-11-07,James Wilson,13328
MAT-2422,CL-2422,Energy International - Contract Breach,M&A,06/03/23,Emily Davis,21690
MAT-2423,CL-2423,Aerospace Solutions Inc v. ACME Corp - Employment Dispute,Regulatory,17-Nov-2023,Robert Taylor,"37,113"
MAT-2424,CL-2424,Healthcare International - Master Services Agreement Negotiation,Employment,26/09/21,Emily Davis,26162
MAT-2425,CL-2425,Manufacturing Partners - Regulatory Inquiry,M&A,05-Jan-2023,Daniel Park,29K
MAT-2426,CL-2426,Healthcare Partners v. ACME Corp - Employment Dispute,Tax,11/12/2022,Emily Davis,42K
MAT-2427,CL-2427,Automotive Holdings Corp - Contract Breach,Contracts,28/06/2023,Daniel Park,29437
MAT-2428,CL-2428,Banking Group LLC - Regulatory Inquiry,Litigation,05/08/23,Robert Taylor,35047
MAT-2429,CL-2429,Manufacturing International - Master Services Agreement Negotiation,Corporate,05-Aug-2024,Emily Davis,"$16,404"
MAT-2430,CL-2430,Energy Partners v. ACME Corp - Employment Dispute,Employment,06/10/2024,Emily Davis,27230
MAT-2431,CL-2431,Energy Solutions Inc - Master Services Agreement Negotiation,Contracts,1673685280,Hannah Lee,10K
MAT-2432,CL-2432,Retail Systems v. ACME Corp - Employment Dispute,IP,10/03/25,Sarah Chen,"€28,780"
MAT-2433,CL-2433,Finance Holdings Corp - Contract Breach,Environmental,02/06/24,Lina Gomez,19628
MAT-2434,CL-2434,Manufacturing International - Master Services Agreement Negotiation,M&A,08/06/22,Ayesha Khan,7K
MAT-2435,CL-2435,Technology Partners - Contract Breach,Employment,2023-07-02,Emily Davis,35714
MAT-2436,CL-2436,Retail Partners - Contract Breach,Tax,2023-04-13,Lina Gomez,47329
MAT-2437,CL-2437,Pharmaceuticals Partners - Master Services Agreement Negotiation,Employment,06/04/2024,Daniel Park,41130
MAT-2438,CL-2438,Healthcare International - Contract Breach,Tax,11/12/2024,Emily Davis,6169
MAT-2439,CL-2439,Automotive Group LLC v. ACME Corp - Employment Dispute,Tax,11/09/21,Robert Taylor,"€47,228"
MAT-2440,CL-2440,Healthcare International - Regulatory Inquiry,Contracts,06/02/2024,Hannah Lee,43762
